135.9991776,2560.756787,216.8933333,6.3013287,2.1835108,3185.702934,5512.451615,0.880990779,0.530156074,4.093756383,0.917870064,5.0450015,1.2343148,0.9491936,2.591719,3.2364955,5.830913,1.180641737,1.114058282,0.064517979,0.105424004,970.7608317,2366.769857,6.379091175,21.18325766,673.2198999,2457.321566,2098.572796,5114.248699,43.14896688,0.470296295,2
117.4538352,2661.782434,224.8133333,5.46442,2.325501,3185.667906,5512.466791,0.828309578,0.578479652,1.989182802,0.710801934,3.9445672,1.2296678,1.095834,2.6436942,2.1167393,5.5486264,1.205071912,1.211326638,0.05973295,0.113820014,798.3774948,2409.952812,6.799575017,20.47452724,429.9021544,2462.712929,1595.035977,5065.378005,34.25737188,5.334712451,2
112.3471467,2456.525027,212.5090249,5.007802,1.8021662,3185.716701,5512.452967,0.716235547,0.45824511,1.840570785,0.561962617,3.3329673,0.8807992,0.92136925,2.8896713,2.2444935,4.8257785,1.7786251,1.423173085,0.07023374,0.114503207,945.224302,2411.216072,6.728653843,20.20652574,579.7851729,2479.323828,1858.046338,5141.617454,39.48223848,1.704210351,2
86.1328125,2047.371064,167.2359184,6.1107864,2.1982207,3185.688917,5512.460351,0.999668188,0.53279973,3.013902167,0.866920004,4.5040255,1.1236534,1.0745673,2.8774312,3.030707,5.7435822,1.500431538,1.388742203,0.066818946,0.115345481,785.4577514,2585.799864,6.909575662,20.99049142,332.3792849,2586.535717,1396.900503,5472.11366,34.17455543,1.75572268,2
89.10290948,3083.410585,252.9194558,7.290487,3.17754,3185.676037,5512.458525,0.907831592,0.687539519,3.653150383,1.303955546,5.4230065,1.7219867,1.4555556,3.3282952,2.2909908,7.6157293,1.02375131,1.185609964,0.045445406,0.12269549,579.7591756,2397.439397,6.577823026,20.75641482,320.4634027,2385.444454,1211.371738,4842.298079,28.24250831,5.398828037,2
103.359375,2134.587351,185.44,7.8807907,2.854606,3185.672521,5512.474732,1.156540642,0.764062974,4.911985688,1.518666268,6.286792,1.6232871,1.2313182,3.271166,2.833427,7.8884263,1.169668607,1.183795198,0.041437753,0.095651527,695.048933,2256.745183,6.501325783,21.28070727,481.4918552,2412.851837,1561.378851,4809.000252,34.29451796,4.531519914,2
86.1328125,2843.846527,236.9066667,7.4319673,2.3822265,3185.707088,5512.458354,0.894563819,0.595925075,5.118313058,1.299772982,5.743785,1.2967259,1.0854983,3.3750606,2.9250262,7.235563,1.506923103,1.336506713,0.059057427,0.094276232,929.3536831,2087.852212,6.379378364,22.1424187,584.0873956,2293.04301,1936.329246,4314.940078,37.96499303,1.73320066,2
107.6660156,2458.7982,211.4612245,8.531775,2.877451,3185.710076,5512.448536,1.093276112,0.718029787,5.936364459,1.704332043,6.4222846,1.5708005,1.3066493,3.6545012,3.931394,8.100311,1.311112636,1.301774712,0.054916842,0.092759551,863.8583861,2101.363398,6.281825396,20.72776397,602.3280929,2356.461663,1941.428198,4472.516277,39.11266376,2.152562432,2
129.1992188,2584.301226,220.9306122,6.9656076,3.160734,3185.691679,5512.454952,1.00652322,0.675860797,3.513542788,1.198690695,5.3317475,1.7078454,1.4528883,3.0761895,2.2140446,7.3217454,1.098583246,1.185928908,0.057645337,0.125670457,719.6333734,2439.807843,6.687573153,20.13912132,448.3367716,2324.104768,1403.675599,4895.901311,29.90290284,5.756872664,2
129.1992188,2342.535625,197.28,7.8484383,2.8117335,3185.672026,5512.470465,1.090465505,0.682246666,5.646845196,1.490855016,6.3133454,1.5898509,1.2218817,3.4063098,2.6408908,7.9075603,1.16672464,1.188327807,0.052035985,0.096242148,822.2109715,2108.101298,7.303128318,22.36656509,620.8052475,2201.975806,1792.81701,4343.750365,38.29724812,3.194006785,2
86.1328125,2255.166942,192.2089796,7.6039863,2.9389343,3185.712566,5512.446342,1.094295898,0.729493184,4.015505218,1.36580645,5.2525487,1.4858106,1.4531231,4.199745,3.1048446,7.537762,1.403600509,1.271073783,0.058036653,0.107861375,812.4710992,2420.671558,6.285967777,19.86174979,473.0459376,2503.365802,1644.149977,5156.64678,32.69087286,4.019032449,2
129.1992188,2108.557345,180.6628571,6.7103252,2.3722398,3185.706983,5512.444583,0.872278763,0.664424432,3.452050862,1.087001553,5.1615005,1.3235807,1.0486621,2.943291,2.0911334,6.80317,1.185269454,1.210643489,0.048262901,0.093911338,679.6612998,2053.29297,6.047257525,20.50323696,476.1079219,2310.738854,1502.101415,4341.258134,35.30760853,5.187450011,2
86.1328125,2281.526571,193.802449,7.243643,3.021417,3185.705329,5512.453839,1.053591584,0.702714026,4.20302639,1.273762582,5.6574903,1.6306492,1.3907697,3.1220474,2.4020796,7.4719043,1.362344083,1.217712847,0.05213206,0.113649318,642.8471622,2466.817047,6.530830749,19.73056519,383.5803133,2524.315673,1421.094723,5257.7919,29.7704459,6.05179105,2
